question,answer
机关单位如果迟延支付我们中小企业的款项，需要承担什么责任呢？,根据第十五条，机关、事业单位和大型企业迟延支付中小企业款项的，应当支付逾期利息。双方对逾期利息的利率有约定的，约定利率不得低于合同订立时1年期贷款市场报价利率;未作约定的，按照每日利率万分之五支付逾期利息。
我们想了解机关单位上年度有没有拖着不付中小企业账款的情况，他们会在哪里公开相关信息呢？,根据第十六条，机关、事业单位应当于每年3月31日前将上一年度逾期尚未支付中小企业款项的合同数量、金额等信息通过网站、报刊等便于公众知晓的方式公开。
如果我们中小企业被机关单位拖欠账款，可以投诉吗？会有人处理吗？,根据第十七条，省级以上人民政府负责中小企业促进工作综合管理的部门应当建立便利畅通的渠道，受理对机关、事业单位和大型企业拒绝或者迟延支付中小企业款项的投诉。受理投诉部门应当按照“属地管理、分级负责，谁主管谁负责”的原则，及时将投诉转交有关部门、地方人民政府处理，有关部门、地方人民政府应当依法及时处理，并将处理结果告知投诉人，同时反馈受理投诉部门。
如果机关事业单位未按批准的预算使用财政资金采购货物、工程或服务，会有什么后果？,如果机关事业单位使用财政资金从中小企业采购货物、工程、服务，未按照批准的预算执行，将会依照法律、行政法规和国家有关规定追究责任。
政府投资项目是否可以要求施工单位垫资建设？,机关、事业单位要求施工单位对政府投资项目垫资建设是违反规定的，会依照法律、行政法规和国家有关规定追究责任。
大型企业未按要求公示逾期未支付中小企业款项信息会怎么样？,大型企业违反本条例，未按照规定在企业年度报告中公示逾期尚未支付中小企业款项信息或者隐瞒真实情况、弄虚作假的，会由市场监督管理部门依法处理。
国有大型企业在与中小企业结算时，是否可以要求以审计机关的审计结果为依据？,国有大型企业没有合同约定或者法律、行政法规依据，要求以审计机关的审计结果作为结算依据的是不被允许的，由其主管部门责令改正;拒不改正的，对直接负责的主管人员和其他直接责任人员依法给予处分。
使用财政资金的团体组织在采购货物、工程、服务支付中小企业款项时，应该参照什么规定执行？,部分或者全部使用财政资金的团体组织采购货物、工程、服务支付中小企业款项，应该参照本条例对机关、事业单位的有关规定执行。
军队采购货物、工程、服务支付中小企业款项，是参照本条例执行吗？,军队采购货物、工程、服务支付中小企业款项，不是参照本条例执行，而是按照军队的有关规定执行。
国家对民营节能环保企业参与重点行业市场竞争持什么态度？,国家进一步开放重点行业市场，例如在石油、化工、电力、天然气等重点行业和领域，进一步引入市场竞争机制，放开节能环保竞争性业务，积极推行合同能源管理和环境污染第三方治理，鼓励民营节能环保企业参与。
各地在推进环境基础设施建设时，如何保障民营节能环保企业的公平参与？,各地在推进污水垃圾等环境基础设施建设、园区环境污染第三方治理、医疗废物和危险废物收集处理处置、大宗固体废弃物综合利用基地建设时，要对民营节能环保企业全面开放、一视同仁，确保权利平等、机会平等、规则平等。
在节能环保领域的招投标活动中，各地应该如何做才能公平对待民营企业？,各地在节能环保领域的招投标活动中，不得设置影响民营企业准入的限制性规定，不得设置与节能环保业务能力无关的企业规模门槛，不得设置明显超过项目需求的业绩门槛。各地不得以签署战略性合作协议等方式，为特定企业在招投标中谋取竞争优势;不得设置与企业性质挂钩的行业准入、资质标准等，以确保对民营企业公平对待。
国家如何支持民营节能环保企业参与补短板强弱项工程建设？,国家支持民营节能环保企业参与医疗废弃物处理处置、污水垃圾处理等工程建设，为常态化疫情防控提供有力保障。各地要针对新冠疫情应对中暴露出的环境基础设施短板弱项，积极支持民营节能环保企业参与建设。
作为一家新成立的民营节能环保企业，我们想了解国家在支持绿色技术研发方面有哪些具体的政策？,国家鼓励民营企业参与或联合承担国家重大科技专项、国家重点研发计划支持的绿色技术研发项目。混合所有制改革中，对于未规定奖励、报酬方式和数额的职务绿色技术创新成果，以技术转让、许可或作价投资方式转化的，参照《中华人民共和国促进科技成果转化法》有关规定给予奖励和报酬。国家科技成果转化引导基金也会遴选一批民营企业重点环保技术创新成果给予支持，引导各类天使投资、创业投资基金、地方创投基金等支持民营节能环保企业关键技术创新转化。同时，支持民营节能环保企业牵头或参与建设绿色技术领域国家技术创新中心.
我们是一家从事节能服务的民营企业，想了解国家在推进商业模式创新方面有什么鼓励措施？,国家鼓励民营节能环保企业进一步创新合同能源管理服务模式，可以根据用能单位特点采用能源托管、节能量保证、融资租赁等新商业模式。推动服务内容由单一设备提供向流程性节能改造、区域能效提升扩展。以钢铁、冶金、建材、电镀、化工、印染等行业企业和园区为重点，支持民营企业开展环境污染第三方治理。积极推行按效付费机制，以环境治理效果为导向，推动环保企业服务水平提升。积极支持民营企业开展环境综合治理托管服务，参与生态环境导向开发模式创新。
作为一家民营节能环保企业的负责人，我非常关注企业合规经营方面的要求，请问国家对此有哪些明确规定？,有关部门会督促节能环保领域民营企业大力发扬遵纪守法、专注品质、追求卓越、诚信守约、履行责任、勇于担当、服务社会的优秀企业家精神，筑牢守法合规经营底线。企业需要推动完善内部激励约束机制，勇于承担疫情防控、灾害救助等急难险重任务，积极履行社会责任，提升企业社会形象。对节能环保企业的违法违规问题，国家会依法追究法律责任。
我们是一家民营节能环保企业，对政府出台的一些新政策理解上存在一些困惑，想了解有哪些渠道可以表达我们的诉求？,有关部门会采取多种形式，了解民营节能环保企业诉求，畅通企业意见诉求渠道。重大政策出台会听取相关利益主体意见，政策实施、标准调整会留出合理的缓冲期。可以充分发挥行业协会、商会的作用，支持相关社会组织加强行业自律、推动信息沟通、反映企业诉求、研究重大政策。各级发展改革等有关部门会加强与行业协会、商会和企业的沟通联系，及时了解节能环保行业苗头性倾向性潜在性问题，构建亲清政商关系。
